post_id,timestamp,postUser,caption,hashtags,likesCount,commentsCount
715,2022-11-25 10:44:15+00:00,facehunter,"#Nantes 🇫🇷 L’Arbre à Basket 🏀🌳🏀   Quite clever 💡French architecture firm a/LTA has designed a multi-hoop “basketball tree”, to give kids of all ages and sizes a chance to enjoy #BBall   #France #basket #basketball🏀 #basketballs #basketballneverstops #basketballtraining #basketballplayer #bballislife  #BasketballTree #basketballcourt #basketballcourts #outdoorsport #sport #urbandesign #urban","Nantes, BBall, France, basket, basketball🏀, basketballs, basketballneverstops, basketballtraining, basketballplayer, bballislife, BasketballTree, basketballcourt, basketballcourts, outdoorsport, sport, urbandesign, urban",537,8
716,2023-03-31 06:55:30+00:00,parisiensinparis,Parisienne 🇫🇷❤️  #ShotOnIphone#Paris#Parisian#Parisien#Effortless#Style#EffortlessChic#Natural#Fashion#Denim#DenimMania#ParisianStyle#LeParisien#LaParisienne#ParisFashionWeek#PFW,"ShotOnIphone, Paris, Parisian, Parisien, Effortless, Style, EffortlessChic, Natural, Fashion, Denim, DenimMania, ParisianStyle, LeParisien, LaParisienne, ParisFashionWeek, PFW",7182,17
717,2022-12-04 09:37:23+00:00,facehunter,#Berlin 🇩🇪 die Poesie grauer Tage / the poetry of grey days 🐿️  Luisa @luisamerz : costume designer Jam @synced_love : bartender  #streetstyle #BerlinStyle #BerlinStreetstyle #StyleInBerlin #styleinspiration #styleinspo #style #styles #stylefashion #stylediary #styleoftheday #stylepost #stylegram #menstyle #menwithstyle #mensfashion #Berlim #Germany #Deutschland,"Berlin, streetstyle, BerlinStyle, BerlinStreetstyle, StyleInBerlin, styleinspiration, styleinspo, style, styles, stylefashion, stylediary, styleoftheday, stylepost, stylegram, menstyle, menwithstyle, mensfashion, Berlim, Germany, Deutschland",1880,22
718,2023-05-03 12:15:11+00:00,watchingnewyork,Recent Top Shots  #streetfashion #fashion #street #NYC  #nycfashion #spring #springfashion #fashiontrends #fallfashion #newyorkcity #style #streetstyle #vintage #thrift,"streetfashion, fashion, street, NYC, nycfashion, spring, springfashion, fashiontrends, fallfashion, newyorkcity, style, streetstyle, vintage, thrift",27608,193
719,2023-05-25 08:42:47+00:00,adidasfootball,"We celebrate the fundamentals of our respective DNAs: performance footwear constructed with luxury materials and meticulous craftsmanship.  adidas Football for Prada available from 14:00 CET on prada.com, and select Prada stores.  #adidasforPrada #Prada #adidasfootball","adidasforPrada, Prada, adidasfootball",166938,271
720,2022-10-21 12:06:44+00:00,taylorswift,"The Anti-Hero video is HERE, which I wrote and directed. Watch my nightmare scenarios and intrusive thoughts play out in real time, with some help from the excellent @birbigs, @bejohnce, and @maryelizabethellis who fabulously portray… get ready for it… my grown sons and daughter in law? Anyway. Forever grateful to my incredible DP @the_rinayang and our amazing crew. 🌌🤩",,3556687,0
721,2022-10-21 04:01:01+00:00,taylorswift,"Midnights is a wild ride of an album and I couldn’t be happier that my co pilot on this adventure was @jackantonoff. He’s my friend for life (presumptuous I know but I stand by it) and we’ve been making music together for nearly a decade HOWEVER… this is our first album we’ve done with just the two of us as main collaborators. We’d been toying with ideas and had written a few things we loved, but Midnights actually really coalesced and flowed out of us when our partners (both actors) did a film together in Panama. Jack and I found ourselves back in New York, alone, recording every night, staying up late and exploring old memories and midnights past. We were so lucky to also work with our brilliant collaborators @sam_dew, @sounwave, Lana Del Rey, @jahaansweet, @keanubeats, William Bowery, and @zoeisabellakravitz. @sharp_stick was our excellent engineer. The wonderful and wise @bethgarrabrant took the album photographs. Midnights is a collage of intensity, highs and lows and ebbs and flows. Life can be dark, starry, cloudy, terrifying, electrifying, hot, cold, romantic or lonely. Just like Midnights. Which is out now",,4668966,0
722,2022-11-01 12:21:58+00:00,taylorswift,"I’m enchanted to announce my next tour: Taylor Swift | The Eras Tour, a journey through the musical eras of my career (past and present!) The first leg of the tour will be in stadiums across the US, with international dates to be announced as soon as we can! Feeling like the luckiest person alive because I get to take these brilliant artists out on tour with me: @paramore, @radvxz, @phoebebridgers, @girlinred, @whereismuna, @haimtheband, @gracieabrams, @gayle and @owennmusic. I can’t WAIT to see your gorgeous faces out there. It’s been a long time coming 🥰",,5977526,0
723,2023-05-09 15:00:08+00:00,versace,"Atelier Versace Spring-Summer 2023  Look 16  Column dress ""crystalized knit"" in transparent tulle base with all-over mini crystal construction in net, mini fringe, crystal thread, crystalized knit, and an interplay of Barocco motifs. Spontaneous shoulder is finished in asymmetric draping.  Look 8  Lace-up front mini dress in bright pink silk satin with embroidered lace intarsia. Bust cups finished in overstitch. Cinched and draped waist above hand pleated skirt with overall look inspired by lingerie and exposed undergarments.  Look 14  Silk tulle dress in degradé black and pink, with micro-draped structure flowing to the natural lines of the body and secured with sinuous chain. Black latex gloves.  Now at Versace.com via the link in bio.  #AtelierVersace",AtelierVersace,72969,197
724,2022-10-21 07:01:32+00:00,taylorswift,"Surprise! I think of Midnights as a complete concept album, with those 13 songs forming a full picture of the intensities of that mystifying, mad hour. However! There were other songs we wrote on our journey to find that magic 13. I’m calling them 3am tracks. Lately I’ve been loving the feeling of sharing more of our creative process with you, like we do with From The Vault tracks. So it’s 3am and I’m giving them to you now. 🌌",,5084480,0
725,2023-05-16 22:00:10+00:00,dudalina,"Na Duda, acreditamos que moda e responsabilidade andam de mãos dadas e que cada um de nós é um agente transformador na construção do futuro.  Para isso, tomamos atitudes diárias para um mundo melhor, arraste para o lado e algumas de nossas iniciativas que visam contribuir com uma moda mais ética, humana e sustentável.  #Dudalina #ProjetosSociais #ProjetosAmbientais #66anos #Institucional","Dudalina, ProjetosSociais, ProjetosAmbientais, 66anos, Institucional",167,3
726,2022-10-25 04:08:33+00:00,taylorswift,"Bejeweled video is out NOW! Directed by this tired tacky wench. Got to make this with my best friends @haimtheband, greatest of greats @lauradern, icon of burlesque and glamour @ditavonteese, genius and actual dame @patmcgrathreal and my partner in Midnights mayhem @jackantonoff. Love you guys so much. Stay sparkly out there. 😘",,3977768,0
727,2023-05-17 16:56:54+00:00,dudalina,"Há mais de seis décadas produzindo com qualidade para quem gosta de se vestir com personalidade e elegância em todas as situações. Para quem quer deixar sua marca independente do dress-code sugerido.  E independente da Flor de Lis bordada, carregamos do lado esquerdo do peito o amor pela camisaria, e a honra de te vestir com excelência há 66 anos.  #Dudalina #AniversarioDudalina #66anos #Institucional","Dudalina, AniversarioDudalina, 66anos, Institucional",321,13
728,2022-11-15 15:14:39+00:00,facehunter,"I’m back on a dimension-defying collaboration with @Ballantines.  🟦🟢🔺🔶🟨 As the renowned Scotch whisky maker has invited visual artist @demsky__ to bring his retro-futuristic style to its 2023 limited-edition Finest bottle. Whether it’s exploring new perspectives or experimenting, Ballantine’s and J. Demsky have come together to show that the future is yours to shape. I will be sharing with you, over the next weeks, how it’s inspired me. 🟦🟢🔺🔶🟨 Let’s start with L’Aubette, an avant-guard café/dancing/cinéma that used to be the cultural life hotspot in the 1930s Strasbourg (🇫🇷). 🟦🟢🔺🔶🟨 This one-of-a-kind place is not randomly nicknamed ""the Sistine Chapel of abstract art"". The way its creators challenged the conventions of architecture ONE century ago is truly mind-blowing! 🟦🟢🔺🔶🟨  The pioneer of Dutch De Stijl movement, Theo van Doesburg and two Zurich Dada artists Sophie Taeuber-Arp and Jean Arp were commissioned in the 1920s to design and decorate this leisure centre located in an 18th Century building. 🟦🟢🔺🔶🟨 Enjoy Ballantine’s Responsibly! #BallantinesxJDemsky #StayTrue #ad","BallantinesxJDemsky, StayTrue, ad",326,7
729,2023-05-12 05:00:28+00:00,prabalgurung,Draped to Perfection⁠ ⁠ @_iiishmagish wears an Atelier Prabal Gurung black satin-back crepe sari gown embellished with thousands of hand embroidered crystals and pearls with silk chiffon train to the 2023 Met Gala⁠ ⁠ Photo credits @billykiddstudio @germanlarkin,,3114,4
730,2023-05-12 03:55:56+00:00,prabalgurung,Iridescent Isha ⁠ ⁠ @_iiishmagish wears an Atelier Prabal Gurung black satin-back crepe sari gown embellished with thousands of hand embroidered crystals and pearls with silk chiffon train to the 2023 Met Gala⁠ ⁠ @dmjatia wears an Atelier Prabal Gurung jade green duchesse satin sculptural draped skirt with black duchesse satin halter to the 2023 Met Gala⁠,,319,4
731,2023-01-25 09:17:32+00:00,facehunter,"ⴷⴷⴰⵅⵍⴰ 🇪🇭 #Dakhla, where the Atlantic meets the #Sahara, is at the heart of Morocco's colonial startegy to anchor its presence in the disputed territory of #WesternSahara.  While all Moroccan public services function in Dakhla as they would in any other part of Morocco proper, international laws consider that (most of) WS is occupied by Morocco.  In the last decades, Morocco has invested millions to transform a modest and remote, fishing village into a major Saharan economic and tourism hub.  The new eldorado (?) attracts many Moroccans and sub-Saharian people looking for opportunities. The city counts nowadays over 100,000 inhabitants. Recently, Dakhla has also emerged as a popular destination for kite-surfers. Is the growing number of Western tourists helping to erase appearances of an ongoing geopolitical dispute?  The Kingdom will keep investing on mega-projects, such as the creation of the ""biggest port in Morocco"" when completed in 2030 and a leisure port to attract cruise ships and connect Dakhla to the nearby Canary Islands by ferry.  These heavy developments geopardise more than ever the chances of self-determination for the #Sahrawi people (the ethnic group native to the western part of the Sahara).  #dakhlacity #dakhlah #dakhlaspirit #dakhlah #occupation #colonisation #colonialism #SaharaOccidental #NorthAfrica #AfriqueduNord #westernsaharaconflict","Dakhla,, Sahara,, WesternSahara., Sahrawi, dakhlacity, dakhlah, dakhlaspirit, occupation, colonisation, colonialism, SaharaOccidental, NorthAfrica, AfriqueduNord, westernsaharaconflict",1075,84
732,2023-05-12 03:56:25+00:00,prabalgurung,Iridescent Isha ⁠ ⁠ @_iiishmagish wears an Atelier Prabal Gurung black satin-back crepe sari gown embellished with thousands of hand embroidered crystals and pearls with silk chiffon train to the 2023 Met Gala⁠ ⁠ @dmjatia wears an Atelier Prabal Gurung jade green duchesse satin sculptural draped skirt with black duchesse satin halter to the 2023 Met Gala⁠,,242,4
733,2023-05-12 12:50:18+00:00,prabalgurung,A memorable evening at the 2022 Met Gala alongside glamorous women who embody femininity with a bite.⁠ ⁠ Photo credit @wwd,,305,3
734,2023-05-12 03:56:10+00:00,prabalgurung,Iridescent Isha ⁠ ⁠ @_iiishmagish wears an Atelier Prabal Gurung black satin-back crepe sari gown embellished with thousands of hand embroidered crystals and pearls with silk chiffon train to the 2023 Met Gala⁠ ⁠ @dmjatia wears an Atelier Prabal Gurung jade green duchesse satin sculptural draped skirt with black duchesse satin halter to the 2023 Met Gala⁠,,200,3
735,2023-05-12 12:30:17+00:00,prabalgurung,A memorable evening at the 2022 Met Gala alongside glamorous women who embody femininity with a bite.⁠ ⁠ Photo credit @wwd,,1922,6
736,2023-05-12 04:40:18+00:00,prabalgurung,Mignight Beauty ⁠ ⁠ @_iiishmagish wears an Atelier Prabal Gurung black satin-back crepe sari gown embellished with thousands of hand embroidered crystals and pearls with silk chiffon train to the 2023 Met Gala⁠ ⁠ @dmjatia wears an Atelier Prabal Gurung jade green duchesse satin sculptural draped skirt with black duchesse satin halter to the 2023 Met Gala⁠,,1121,4
737,2023-05-12 12:20:19+00:00,prabalgurung,A memorable evening at the 2022 Met Gala alongside glamorous women who embody femininity with a bite.⁠ ⁠ Photo credit @wwd,,214,1
738,2023-05-12 12:10:13+00:00,prabalgurung,A memorable evening at the 2022 Met Gala alongside glamorous women who embody femininity with a bite.⁠ ⁠ Photo credit @wwd,,218,0
739,2023-05-12 12:00:52+00:00,prabalgurung,A memorable evening at the 2022 Met Gala alongside glamorous women who embody femininity with a bite.⁠ ⁠ Photo credit @wwd,,820,3
740,2023-05-12 06:00:34+00:00,prabalgurung,Glowing & Glamorous⁠ ⁠ @_iiishmagish wears an Atelier Prabal Gurung black satin-back crepe sari gown embellished with thousands of hand embroidered crystals and pearls with silk chiffon train to the 2023 Met Gala⁠ ⁠ Photo credits @billykiddstudio @germanlarkin,,812,1
741,2023-05-01 19:13:41+00:00,imgfocus,"@christopherjohnrogers April 29th, 2023 produced by @imgfocus #imgfocus show direction: @christinachanel hair: @jawaraw makeup: @raoulalejandre for @maccosmetics nails: @jinsoon casting: @rickymichiels sound design: @skypewilliams pr: @loftcreativegrouppr florals: @lovemenotfloral lighting: @imcdlighting audio: @adiworldwide venue: Agger Fish / @agger_marc shoes created exclusively for the collection by @louboutinworld",imgfocus,786,14
