post_id,timestamp,ownerUsername,type,caption,hashtags,likesCount,commentsCount,image
713,2023-03-20 10:51:38+00:00,milanfashionweek,Sidecar,Monday mood with another round of the streets at #MFW !  Shot by @thomrazzano,MFW,3513,31,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/337001262_191881630219065_2407025801873245311_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=pIaoqHlXc-oAX-4E4kK&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfAM__xY6mMdEk26Kl2XcVyTqC8RzM-TjRTUYxOTzcToJw&oe=648810B2&_nc_sid=8721cf
714,2023-04-18 13:32:15+00:00,milanfashionweek,Sidecar,"On the occasion of Milano Moda Design during #MilanDesignWeek  @dolcegabbana presents the two new creativity of the Home Collection, DG Logo and Oro 24k, which join the four themes already available, Carretto Siciliano, Blu Mediterraneo, Leopardo and Zebra: a tribute to excellent craftsmanship , Italian design and the authentic codes of the brand's DNA, identified and reinterpreted to become an integral part of the form and function of each furnishing proposal.   With its expressive power and unmistakable lines, the DG Logo signs Dolce&Gabbana creations and today characterizes one of the new themes of the Home Collection. A graphic sign of great character, which thanks to the two famous initials is a perfect synthesis of the history and identity of the brand.   The 24k Gold theme pays homage to the opulence of the Baroque and its eccentric and refined shapes, which come to life in the precious fabrics and in the smooth or hammered surfaces of the furnishings of the new line. In particular, the wavy effect that embellishes some furnishing elements owes its uniqueness to an extraordinary manual workmanship, which has its roots in the great Italian tradition of high craftsmanship.  #DGCasa #DolceGabbana #MilanoModaDesign #MMD #MilanDesignWeek","MilanDesignWeek, DGCasa, DolceGabbana, MilanoModaDesign, MMD",1142,11,https://scontent-atl3-2.cdninstagram.com/v/t51.2885-15/341385281_941392497276508_2757553259351780588_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=104&_nc_ohc=Tl5Aukc02psAX_dNJfB&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBQn5acOVDKGSGsBw6K5FHcE1l7rNDmtdIkEyg1nW8LtA&oe=6487B5A5&_nc_sid=8721cf
715,2022-11-25 10:44:15+00:00,facehunter,Sidecar,"#Nantes 🇫🇷 L’Arbre à Basket 🏀🌳🏀   Quite clever 💡French architecture firm a/LTA has designed a multi-hoop “basketball tree”, to give kids of all ages and sizes a chance to enjoy #BBall   #France #basket #basketball🏀 #basketballs #basketballneverstops #basketballtraining #basketballplayer #bballislife  #BasketballTree #basketballcourt #basketballcourts #outdoorsport #sport #urbandesign #urban","Nantes, BBall, France, basket, basketball🏀, basketballs, basketballneverstops, basketballtraining, basketballplayer, bballislife, BasketballTree, basketballcourt, basketballcourts, outdoorsport, sport, urbandesign, urban",537,8,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/317003027_1855040924855224_4565519757915050966_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=104&_nc_ohc=lAlzSW5id98AX-gVnRu&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCdd4Cy_i7x4gSgMqmR1xch3g87q9LY0xnRSJiA5fz1zA&oe=64884D79&_nc_sid=8721cf
716,2023-03-31 06:55:30+00:00,parisiensinparis,Sidecar,Parisienne 🇫🇷❤️  #ShotOnIphone#Paris#Parisian#Parisien#Effortless#Style#EffortlessChic#Natural#Fashion#Denim#DenimMania#ParisianStyle#LeParisien#LaParisienne#ParisFashionWeek#PFW,"ShotOnIphone, Paris, Parisian, Parisien, Effortless, Style, EffortlessChic, Natural, Fashion, Denim, DenimMania, ParisianStyle, LeParisien, LaParisienne, ParisFashionWeek, PFW",7182,17,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/338599451_1443005886438971_1298093342878173927_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=111&_nc_ohc=0ZS17JBhAFAAX9DGU9b&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCB7U5ki8TmJaA1cZ70FNTKLysmWCNH50dSNQOJ6pxBHg&oe=64887FBE&_nc_sid=8721cf
717,2022-12-04 09:37:23+00:00,facehunter,Sidecar,#Berlin 🇩🇪 die Poesie grauer Tage / the poetry of grey days 🐿️  Luisa @luisamerz : costume designer Jam @synced_love : bartender  #streetstyle #BerlinStyle #BerlinStreetstyle #StyleInBerlin #styleinspiration #styleinspo #style #styles #stylefashion #stylediary #styleoftheday #stylepost #stylegram #menstyle #menwithstyle #mensfashion #Berlim #Germany #Deutschland,"Berlin, streetstyle, BerlinStyle, BerlinStreetstyle, StyleInBerlin, styleinspiration, styleinspo, style, styles, stylefashion, stylediary, styleoftheday, stylepost, stylegram, menstyle, menwithstyle, mensfashion, Berlim, Germany, Deutschland",1880,22,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-15/317982683_196040806253937_1726097650101523812_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=nhRRJ6jSn04AX9vuOIL&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBteulK4UMC47Wo36Jv-dy569lW3fKRvTxcacJOU1YNBg&oe=6487AF28&_nc_sid=8721cf
718,2023-05-03 12:15:11+00:00,watchingnewyork,Sidecar,Recent Top Shots  #streetfashion #fashion #street #NYC  #nycfashion #spring #springfashion #fashiontrends #fallfashion #newyorkcity #style #streetstyle #vintage #thrift,"streetfashion, fashion, street, NYC, nycfashion, spring, springfashion, fashiontrends, fallfashion, newyorkcity, style, streetstyle, vintage, thrift",27608,193,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/344370088_589816306248646_4840047005094478500_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=tyQJFFEV8HsAX9eC9lE&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDq2E_uKPyccVOH2gOu7UheHXOe3bgJ5FFU9GeOA2KwPw&oe=6487C185&_nc_sid=8721cf
719,2023-05-25 08:42:47+00:00,adidasfootball,Sidecar,"We celebrate the fundamentals of our respective DNAs: performance footwear constructed with luxury materials and meticulous craftsmanship.  adidas Football for Prada available from 14:00 CET on prada.com, and select Prada stores.  #adidasforPrada #Prada #adidasfootball","adidasforPrada, Prada, adidasfootball",166938,271,https://instagram.fkhh1-1.fna.fbcdn.net/v/t51.2885-15/349052629_249319544348486_6538830183756672651_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fkhh1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=j7AXLKyRQKYAX8u5UHl&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfB6j7rpe-7wNKkv13Bf54so5o7BlTh_v574JOdP1yEFFw&oe=64881275&_nc_sid=8721cf
720,2022-10-21 12:06:44+00:00,taylorswift,Sidecar,"The Anti-Hero video is HERE, which I wrote and directed. Watch my nightmare scenarios and intrusive thoughts play out in real time, with some help from the excellent @birbigs, @bejohnce, and @maryelizabethellis who fabulously portray… get ready for it… my grown sons and daughter in law? Anyway. Forever grateful to my incredible DP @the_rinayang and our amazing crew. 🌌🤩",,3556687,0,https://scontent-nrt1-1.cdninstagram.com/v/t51.2885-15/312411915_670005774690423_7175750716961763710_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=1&_nc_ohc=jM8v4PVABzUAX9aBm6j&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDuHhe-FJZdc37bnP7oWptDG_FCjVIfZzTB5HfOT4s4Mw&oe=64880F99&_nc_sid=8721cf
721,2022-10-21 04:01:01+00:00,taylorswift,Sidecar,"Midnights is a wild ride of an album and I couldn’t be happier that my co pilot on this adventure was @jackantonoff. He’s my friend for life (presumptuous I know but I stand by it) and we’ve been making music together for nearly a decade HOWEVER… this is our first album we’ve done with just the two of us as main collaborators. We’d been toying with ideas and had written a few things we loved, but Midnights actually really coalesced and flowed out of us when our partners (both actors) did a film together in Panama. Jack and I found ourselves back in New York, alone, recording every night, staying up late and exploring old memories and midnights past. We were so lucky to also work with our brilliant collaborators @sam_dew, @sounwave, Lana Del Rey, @jahaansweet, @keanubeats, William Bowery, and @zoeisabellakravitz. @sharp_stick was our excellent engineer. The wonderful and wise @bethgarrabrant took the album photographs. Midnights is a collage of intensity, highs and lows and ebbs and flows. Life can be dark, starry, cloudy, terrifying, electrifying, hot, cold, romantic or lonely. Just like Midnights. Which is out now",,4668966,0,https://instagram.ftpe4-1.fna.fbcdn.net/v/t51.2885-15/312045454_815145449688291_242275587590817864_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.ftpe4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=Rh-hry3KzPAAX9emjc1&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCGyQY-lqXEvtk-wc2OcAv6NcDWI60VSkZHddyYDYykzg&oe=64895C0E&_nc_sid=8721cf
722,2022-11-01 12:21:58+00:00,taylorswift,Sidecar,"I’m enchanted to announce my next tour: Taylor Swift | The Eras Tour, a journey through the musical eras of my career (past and present!) The first leg of the tour will be in stadiums across the US, with international dates to be announced as soon as we can! Feeling like the luckiest person alive because I get to take these brilliant artists out on tour with me: @paramore, @radvxz, @phoebebridgers, @girlinred, @whereismuna, @haimtheband, @gracieabrams, @gayle and @owennmusic. I can’t WAIT to see your gorgeous faces out there. It’s been a long time coming 🥰",,5977526,0,https://instagram.fpry2-1.fna.fbcdn.net/v/t51.2885-15/313795804_164892469513644_1555920367285675788_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fpry2-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=NNEjNmyBqqUAX-e3e_w&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCm0-MEdHAoJndbOjskWfSH46OtmABNvQat81RuTbw_7Q&oe=6487D341&_nc_sid=8721cf
723,2023-05-09 15:00:08+00:00,versace,Sidecar,"Atelier Versace Spring-Summer 2023  Look 16  Column dress ""crystalized knit"" in transparent tulle base with all-over mini crystal construction in net, mini fringe, crystal thread, crystalized knit, and an interplay of Barocco motifs. Spontaneous shoulder is finished in asymmetric draping.  Look 8  Lace-up front mini dress in bright pink silk satin with embroidered lace intarsia. Bust cups finished in overstitch. Cinched and draped waist above hand pleated skirt with overall look inspired by lingerie and exposed undergarments.  Look 14  Silk tulle dress in degradé black and pink, with micro-draped structure flowing to the natural lines of the body and secured with sinuous chain. Black latex gloves.  Now at Versace.com via the link in bio.  #AtelierVersace",AtelierVersace,72969,197,https://scontent-hou1-1.cdninstagram.com/v/t39.30808-6/345450924_758686102602698_4116353070026108352_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=mcCi8-iTEkEAX-qn-wC&edm=AP_V10EAAAAA&ccb=7-5&oh=00_AfANhXRUPsG4b3uI4AQzMhYTrrrtHA_4dfFkMouginHtew&oe=6488ABCD&_nc_sid=8721cf
724,2022-10-21 07:01:32+00:00,taylorswift,Sidecar,"Surprise! I think of Midnights as a complete concept album, with those 13 songs forming a full picture of the intensities of that mystifying, mad hour. However! There were other songs we wrote on our journey to find that magic 13. I’m calling them 3am tracks. Lately I’ve been loving the feeling of sharing more of our creative process with you, like we do with From The Vault tracks. So it’s 3am and I’m giving them to you now. 🌌",,5084480,0,https://instagram.fagc1-1.fna.fbcdn.net/v/t51.2885-15/312074348_118394124380728_3941793934194933754_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fagc1-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=PGUVGGdU7qUAX9Tl2jY&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfC-8xLSGT8kCwrLHi2i-zMvYLCoaUVxIxg7zwm_iXG1sA&oe=64880E76&_nc_sid=8721cf
725,2023-05-16 22:00:10+00:00,dudalina,Sidecar,"Na Duda, acreditamos que moda e responsabilidade andam de mãos dadas e que cada um de nós é um agente transformador na construção do futuro.  Para isso, tomamos atitudes diárias para um mundo melhor, arraste para o lado e algumas de nossas iniciativas que visam contribuir com uma moda mais ética, humana e sustentável.  #Dudalina #ProjetosSociais #ProjetosAmbientais #66anos #Institucional","Dudalina, ProjetosSociais, ProjetosAmbientais, 66anos, Institucional",167,3,https://scontent-iad3-1.cdninstagram.com/v/t39.30808-6/346969409_1250489415618292_5550972796868186643_n.png?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=Gspx668idVkAX-u4Hp7&edm=AP_V10EAAAAA&ccb=7-5&oh=00_AfB09tkenVG2lJN6bqROGDzP1t_p3vxT16a5Nx16SEf_Fg&oe=6487D114&_nc_sid=8721cf
726,2022-10-25 04:08:33+00:00,taylorswift,Sidecar,"Bejeweled video is out NOW! Directed by this tired tacky wench. Got to make this with my best friends @haimtheband, greatest of greats @lauradern, icon of burlesque and glamour @ditavonteese, genius and actual dame @patmcgrathreal and my partner in Midnights mayhem @jackantonoff. Love you guys so much. Stay sparkly out there. 😘",,3977768,0,https://instagram.fesb10-5.fna.fbcdn.net/v/t51.2885-15/312439661_422303653435839_8327603588279997249_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fesb10-5.fna.fbcdn.net&_nc_cat=1&_nc_ohc=hXSFLKZeeDQAX_h21sr&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBVRjYJ4QjX5Ca78OUDhb6nQFD_ikIFOK1n0-qHtuZlJA&oe=64885822&_nc_sid=8721cf
727,2023-05-17 16:56:54+00:00,dudalina,Sidecar,"Há mais de seis décadas produzindo com qualidade para quem gosta de se vestir com personalidade e elegância em todas as situações. Para quem quer deixar sua marca independente do dress-code sugerido.  E independente da Flor de Lis bordada, carregamos do lado esquerdo do peito o amor pela camisaria, e a honra de te vestir com excelência há 66 anos.  #Dudalina #AniversarioDudalina #66anos #Institucional","Dudalina, AniversarioDudalina, 66anos, Institucional",321,13,https://instagram.fsyd10-1.fna.fbcdn.net/v/t39.30808-6/347153611_1973087649693493_3043481224387984048_n.png?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=instagram.fsyd10-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=vAfnTiMysAgAX98Njsi&edm=AP_V10EAAAAA&ccb=7-5&oh=00_AfBg4lOV_F-joIqgJ0SVGFMXIm0e2Xji2fSrfztfo6CV3A&oe=64895B95&_nc_sid=8721cf
728,2022-11-15 15:14:39+00:00,facehunter,Sidecar,"I’m back on a dimension-defying collaboration with @Ballantines.  🟦🟢🔺🔶🟨 As the renowned Scotch whisky maker has invited visual artist @demsky__ to bring his retro-futuristic style to its 2023 limited-edition Finest bottle. Whether it’s exploring new perspectives or experimenting, Ballantine’s and J. Demsky have come together to show that the future is yours to shape. I will be sharing with you, over the next weeks, how it’s inspired me. 🟦🟢🔺🔶🟨 Let’s start with L’Aubette, an avant-guard café/dancing/cinéma that used to be the cultural life hotspot in the 1930s Strasbourg (🇫🇷). 🟦🟢🔺🔶🟨 This one-of-a-kind place is not randomly nicknamed ""the Sistine Chapel of abstract art"". The way its creators challenged the conventions of architecture ONE century ago is truly mind-blowing! 🟦🟢🔺🔶🟨  The pioneer of Dutch De Stijl movement, Theo van Doesburg and two Zurich Dada artists Sophie Taeuber-Arp and Jean Arp were commissioned in the 1920s to design and decorate this leisure centre located in an 18th Century building. 🟦🟢🔺🔶🟨 Enjoy Ballantine’s Responsibly! #BallantinesxJDemsky #StayTrue #ad","BallantinesxJDemsky, StayTrue, ad",326,7,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/315319649_1196721000945280_758779232837813680_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=104&_nc_ohc=YtLsu0dSnj0AX-DP_hw&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCprWvBqsjvtRuBqLRdTka8SFgaqjf7494M5uE1wE2cnA&oe=64894B47&_nc_sid=8721cf
729,2023-05-12 05:00:28+00:00,prabalgurung,Sidecar,Draped to Perfection⁠ ⁠ @_iiishmagish wears an Atelier Prabal Gurung black satin-back crepe sari gown embellished with thousands of hand embroidered crystals and pearls with silk chiffon train to the 2023 Met Gala⁠ ⁠ Photo credits @billykiddstudio @germanlarkin,,3114,4,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/346178923_633438378292759_7572155315435589578_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=0SfceRlaW-8AX_hRa-x&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfA9Xpl_3GwhIEl_Wde0_kabfGq1ah0aLfVvky4HI1Pdig&oe=648917EA&_nc_sid=8721cf
730,2023-05-12 03:55:56+00:00,prabalgurung,Sidecar,Iridescent Isha ⁠ ⁠ @_iiishmagish wears an Atelier Prabal Gurung black satin-back crepe sari gown embellished with thousands of hand embroidered crystals and pearls with silk chiffon train to the 2023 Met Gala⁠ ⁠ @dmjatia wears an Atelier Prabal Gurung jade green duchesse satin sculptural draped skirt with black duchesse satin halter to the 2023 Met Gala⁠,,319,4,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/345872854_259250766597296_4003780612162941837_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=pEzhLI4-07gAX9X3DgJ&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBsAYxxb0OCa190HBEq0eVVyazcJvNKbuYmC4YxAEHx5w&oe=64896041&_nc_sid=8721cf
731,2023-01-25 09:17:32+00:00,facehunter,Sidecar,"ⴷⴷⴰⵅⵍⴰ 🇪🇭 #Dakhla, where the Atlantic meets the #Sahara, is at the heart of Morocco's colonial startegy to anchor its presence in the disputed territory of #WesternSahara.  While all Moroccan public services function in Dakhla as they would in any other part of Morocco proper, international laws consider that (most of) WS is occupied by Morocco.  In the last decades, Morocco has invested millions to transform a modest and remote, fishing village into a major Saharan economic and tourism hub.  The new eldorado (?) attracts many Moroccans and sub-Saharian people looking for opportunities. The city counts nowadays over 100,000 inhabitants. Recently, Dakhla has also emerged as a popular destination for kite-surfers. Is the growing number of Western tourists helping to erase appearances of an ongoing geopolitical dispute?  The Kingdom will keep investing on mega-projects, such as the creation of the ""biggest port in Morocco"" when completed in 2030 and a leisure port to attract cruise ships and connect Dakhla to the nearby Canary Islands by ferry.  These heavy developments geopardise more than ever the chances of self-determination for the #Sahrawi people (the ethnic group native to the western part of the Sahara).  #dakhlacity #dakhlah #dakhlaspirit #dakhlah #occupation #colonisation #colonialism #SaharaOccidental #NorthAfrica #AfriqueduNord #westernsaharaconflict","Dakhla,, Sahara,, WesternSahara., Sahrawi, dakhlacity, dakhlah, dakhlaspirit, occupation, colonisation, colonialism, SaharaOccidental, NorthAfrica, AfriqueduNord, westernsaharaconflict",1075,84,https://instagram.feoh1-1.fna.fbcdn.net/v/t51.2885-15/326829069_1223853511550048_9032966075960946251_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.feoh1-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=8cNhMzH0XYEAX-GVgbd&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDW5_nvImkT9QRJXRw8jc3hIBctABnb-IVn2YReSm9nag&oe=64880863&_nc_sid=8721cf
732,2023-05-12 03:56:25+00:00,prabalgurung,Sidecar,Iridescent Isha ⁠ ⁠ @_iiishmagish wears an Atelier Prabal Gurung black satin-back crepe sari gown embellished with thousands of hand embroidered crystals and pearls with silk chiffon train to the 2023 Met Gala⁠ ⁠ @dmjatia wears an Atelier Prabal Gurung jade green duchesse satin sculptural draped skirt with black duchesse satin halter to the 2023 Met Gala⁠,,242,4,https://scontent-gru1-2.cdninstagram.com/v/t51.2885-15/345879585_1294062947858084_5444301880699084513_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-gru1-2.cdninstagram.com&_nc_cat=108&_nc_ohc=cbU2UYUzMPYAX8n4K8V&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBmBuHo_FPWuJ3UHNShad8HL_QSaUtapCOUUHYRoDGeNA&oe=6488D006&_nc_sid=8721cf
733,2023-05-12 12:50:18+00:00,prabalgurung,Sidecar,A memorable evening at the 2022 Met Gala alongside glamorous women who embody femininity with a bite.⁠ ⁠ Photo credit @wwd,,305,3,https://instagram.fsti6-1.fna.fbcdn.net/v/t51.2885-15/346078976_262218172921400_2527298188576119441_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fsti6-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=V4niSSRFLKcAX9qT5UZ&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCeG2aZLMrESQWh4iKYxRWelY4hdNVY1G_xASBRIQvENg&oe=64884392&_nc_sid=8721cf
734,2023-05-12 03:56:10+00:00,prabalgurung,Sidecar,Iridescent Isha ⁠ ⁠ @_iiishmagish wears an Atelier Prabal Gurung black satin-back crepe sari gown embellished with thousands of hand embroidered crystals and pearls with silk chiffon train to the 2023 Met Gala⁠ ⁠ @dmjatia wears an Atelier Prabal Gurung jade green duchesse satin sculptural draped skirt with black duchesse satin halter to the 2023 Met Gala⁠,,200,3,https://scontent-atl3-2.cdninstagram.com/v/t51.2885-15/346241723_271638788547173_3860144897495902189_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=105&_nc_ohc=fRO9AbwK45wAX-Pmot6&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDQ9OHa1X4GecYcDIUyGwpdR9Ppsulk7elbimk_sYBjBw&oe=64887FAB&_nc_sid=8721cf
